SAMPLING EVENT IDENTIFIER,COMMON NAME,OBSERVATION COUNT
S81031124,Nuttall's Woodpecker,1
S81031124,Common Goldeneye,1
S81031124,American Crow,7
S80624988,Great Egret,4
S80624988,Black Phoebe,6
S80624988,Greater Yellowlegs,1
S80624988,Red-tailed Hawk,10
S80624988,White-crowned Sparrow,6
S80624988,Glaucous-winged Gull,1
S80624988,Northern Harrier,1
S80624988,Northern Shoveler,350
S80624988,White-tailed Kite,1
S80624988,Greater Scaup,3
S80624988,Green-winged Teal,150
S80624988,American Avocet,222
S80624988,Western Gull,4
S80624988,House Finch,9
S80624988,Savannah Sparrow,9
S80624988,Golden Eagle,1
S80624988,Mallard,5
S80624988,Ruddy Duck,34
S80624988,Eurasian Collared-Dove,3
S80624988,Song Sparrow,13
S80624988,Double-crested Cormorant,7
S80624988,American Coot,600
S80624988,Ruby-crowned Kinglet,2
S80624988,Golden-crowned Sparrow,3
S80624988,Bushtit,6
S80624988,American Crow,8
S80624988,Turkey Vulture,5
S80624988,Canada Goose,24
S80624988,Least Sandpiper,42
S80624988,Common Yellowthroat,3
S80624988,Killdeer,2
S80624988,Virginia Rail,2
S80624988,Anna's Hummingbird,2
S80624988,Marsh Wren,11
S80624988,Great Blue Heron,1
S80624988,Short-billed/Long-billed Dowitcher,90
S80624988,Red-winged Blackbird,4
S80624988,European Starling,1
S80624988,Greater/Lesser Scaup,7
S80624988,Yellow-rumped Warbler,4
S80624988,Zonotrichia sp.,6
S80624988,American Wigeon,17
S80624988,Canvasback,26
S80624988,Lesser Scaup,1
S80624988,Willet,6
S80624988,Gadwall,22
S80624988,Peregrine Falcon,1
S83385682,Song Sparrow,2
S83385682,Bufflehead,17
S83385682,White-throated Sparrow,6
S83385682,Brown Thrasher,1
S83385682,Double-crested Cormorant,2
S83385682,Golden-crowned Kinglet,1
S83385682,Pied-billed Grebe,10
S83385682,Gadwall,20
S83385682,Hooded Merganser,7
S83385682,Mallard,11
S83385682,Ring-necked Duck,17
S83385682,Great Blue Heron,3
S83385682,Northern Cardinal,1
S80346294,American Goldfinch,3
S80346294,Cassin's Finch,1
S80346294,Black-capped Chickadee,1
S80346294,Juniper Titmouse,1
S80346294,House Finch,4
S80346294,Dark-eyed Junco,24
S80346294,Mountain Chickadee,2
S80346294,House Sparrow,2
S80346294,White-crowned Sparrow,2
S80346294,Woodhouse's Scrub-Jay,3
S80346294,Common Raven,6
S80731572,Cassin's Finch,1
S80731572,Bushtit,8
S80731572,White-crowned Sparrow,1
S80731572,American Goldfinch,3
S80731572,Red-winged Blackbird,1
S80731572,White-breasted Nuthatch,1
S80731572,House Finch,2
S80731572,Woodhouse's Scrub-Jay,1
S80731572,Mountain Chickadee,2
S80731572,Dark-eyed Junco,10
S80731572,Canada Goose,8
S80731572,House Sparrow,3
S80723948,Sharp-shinned Hawk,1
S80723948,Red-tailed Hawk,2
S80723948,Red-naped Sapsucker,1
S80388933,Loggerhead Shrike,1
S80388933,Common Raven,2
S80388933,Northern Harrier,1
S80388933,Ring-necked Duck,52
S80388933,Song Sparrow,2
S80388933,Marsh Wren,1
S80388933,Mallard,1
S80388933,Double-crested Cormorant,1
S80388933,Great Blue Heron,8
S80388933,Great Egret,2
S80388933,White-crowned Sparrow,8
S80388933,American Coot,4
S80388933,Ruddy Duck,10
S80388933,Northern Flicker,1
S82696465,White-crowned Sparrow,8
S82696465,Great Blue Heron,8
S82696465,Loggerhead Shrike,1
S82696465,Ring-necked Duck,52
S82696465,Northern Flicker,1
S82696465,Common Raven,2
S82696465,Northern Harrier,1
S82696465,Ruddy Duck,10
S82696465,Song Sparrow,2
S82696465,American Coot,4
S82696465,Great Egret,2
S82696465,Mallard,1
S82696465,Marsh Wren,1
S82696465,Double-crested Cormorant,1
S80656867,Gadwall,4
S80656867,Herring Gull,3
S80656867,Northern Cardinal,1
S80656867,Red-tailed Hawk,1
S80656867,Red-breasted Merganser,1
S80656867,Hooded Merganser,12
S80656867,White-crowned Sparrow,1
S80656867,Common Goldeneye,1
S80656867,Greater Scaup,1
S80656867,Dark-eyed Junco,3
S80656867,Ring-necked Duck,2
S80656867,Ring-billed Gull,10
S80656867,Northern Shoveler,6
S80559760,Yellow-rumped Warbler,2
S80559760,American Kestrel,1
S80559760,Mourning Dove,2
S80559760,Ruby-crowned Kinglet,2
S80559760,Lesser Goldfinch,3
S80559760,Canada Goose,2
S80559760,Say's Phoebe,3
S80559760,House Finch,1
S80559760,Black Phoebe,1
S80559760,Western Meadowlark,2
S80559760,White-crowned Sparrow,2
S80559760,White-crowned Sparrow,12
S80559760,Western Bluebird,1
S80559760,Yellow-rumped Warbler,6
S80559760,Spotted Towhee,1
S80559760,Eurasian Collared-Dove,2
S80559760,Northern Mockingbird,1
S80559760,Savannah Sparrow,1
S80559760,Turkey Vulture,6
S80559760,Red-tailed Hawk,2
S81032167,Canada Goose,4
S81032167,California Scrub-Jay,4
S81032167,Mallard,4
S81032167,Double-crested Cormorant,2
S81032167,American Coot,3
S81032167,American Crow,5
S81032167,Rock Pigeon,3
S81032167,Ring-necked Duck,5
S81032167,Killdeer,4
S81032167,Brewer's Blackbird,6
S81032167,House Finch,1
S81032167,European Starling,12
S81032167,Bufflehead,1
S81032167,Black Phoebe,1
S80283606,Barred Owl,1
S80283606,American Robin,10
S80283606,American Crow,3
S80283606,Rock Pigeon,22
S80283606,Downy Woodpecker,1
S80283606,Red-bellied Woodpecker,2
S80283606,House Sparrow,29
S80283606,Dark-eyed Junco,3
S80283606,Carolina Chickadee,2
S80283606,Mourning Dove,1
S80283606,Northern Mockingbird,1
S80283606,Eurasian Collared-Dove,1
S80283606,European Starling,35
S80283606,Tufted Titmouse,2
S80283606,Carolina Wren,2
S80283606,Northern Cardinal,5
S80283606,Black-crowned Night-Heron,1
S80562504,Tufted Titmouse,2
S80562504,Wild Turkey,7
S80562504,European Starling,12
S80562504,White-crowned Sparrow,2
S80562504,White-breasted Nuthatch,1
S80562504,House Sparrow,5
S80562504,American Robin,50
S80562504,Northern Flicker,1
S80562504,Bald Eagle,1
S80562504,Rock Pigeon,3
S80562504,American Crow,2
S80562504,Eastern Meadowlark,4
S80562504,Downy Woodpecker,1
S80562504,Carolina Chickadee,3
S80562504,White-throated Sparrow,5
S80562504,Eastern Bluebird,4
S80562504,Mourning Dove,2
S80562504,Red-tailed Hawk,1
S80562504,Blue Jay,1
S80743922,Song Sparrow,1
S80743922,Mourning Dove,1
S80743922,Eastern Bluebird,1
S80342959,Red-shouldered Hawk,1
S80342959,White-breasted Nuthatch,2
S80342959,Ring-billed Gull,8
S80342959,Ruddy Duck,20
S80342959,Red-bellied Woodpecker,1
S80342959,European Starling,8
S80342959,Blue Jay,1
S80342959,Northern Cardinal,2
S80342959,Canvasback,4
S80342959,Canada Goose,18
S80342959,Cooper's Hawk,1
S80342959,Eastern Bluebird,4
S80342959,Carolina Wren,2
S80342959,Dark-eyed Junco,20
S80528272,American Goldfinch,30
S80528272,Red-shouldered Hawk,2
S80528272,Northern Harrier,1
S80528272,Great Blue Heron,1
S80528272,Carolina Chickadee,4
S80528272,Dark-eyed Junco,50
S80528272,Tufted Titmouse,5
S80528272,Red-tailed Hawk,3
S80528272,Bald Eagle,4
S80528272,American Kestrel,2
S80528272,European Starling,5
S80528272,Blue Jay,1
S80528272,Mallard,3
S80528272,Belted Kingfisher,1
S80528272,Mourning Dove,15
S80528272,Wilson's Snipe,2
S80528272,Northern Cardinal,1
S80528272,Common Raven,12
S80528272,Hairy Woodpecker,1
S80528272,American Crow,1
S80528272,Horned Lark,25
S80430931,American Crow,2
S80430931,Great Egret,3
S80430931,Ring-necked Duck,7
S80430931,Red-breasted Nuthatch,3
S80430931,Carolina Wren,1
S80430931,Carolina Chickadee,2
S80430931,Great Blue Heron,1
S80430931,Hooded Merganser,8
S80430931,Northern Cardinal,1
S80430931,Blue Jay,1
S80430931,American Wigeon,1
S80430931,Mallard,10
S80430931,Downy Woodpecker,1
S80430931,White-breasted Nuthatch,2
S80430931,Double-crested Cormorant,1
S80557681,California Gull,1
S80557681,Greater/Lesser Scaup,10
S80557681,Say's Phoebe,1
S80557681,Gadwall,6
S80557681,American Crow,2
S80557681,Northern Shoveler,20
S80557681,Glaucous-winged Gull,1
S80557681,Great Egret,1
S80557681,American Avocet,50
S80557681,Eared Grebe,5
S80557681,Red-winged Blackbird,3
S80557681,Marsh Wren,1
S80557681,Herring Gull,5
S80557681,Pied-billed Grebe,3
S80557681,Western Grebe,1
S80557681,Northern Pintail,2
S80557681,Black-necked Stilt,5
S80557681,American Coot,5
S80557681,Ruddy Duck,20
S80557681,Long-billed Curlew,1
S80557681,American Wigeon,8
S80557681,American White Pelican,6
S80557681,Ring-billed Gull,5
S86858023,Northern Cardinal,1
S86858023,American Robin,1
S80561751,White-crowned Sparrow,5
S80561751,Great Blue Heron,1
S80561751,Brewer's Blackbird,75
S80561751,Red-winged Blackbird,150
S80561751,American Kestrel,1
S80561751,Wilson's Snipe,3
S80561751,Canada Goose,2
S80561751,Turkey Vulture,3
S80561751,European Starling,100
S80561751,Western Meadowlark,15
S80561751,Cooper's Hawk,1
S80561751,Double-crested Cormorant,3
S80561751,Least Sandpiper,8
S80561751,Greater Yellowlegs,2
S80561751,Great Egret,2
S80561751,Red-tailed Hawk,4
S80476428,Mallard,12
S80476428,Herring Gull,2
S80476428,Song Sparrow,1
S80476428,Great Black-backed Gull,1
S80476428,Great Egret,1
S80476428,Great Blue Heron,1
S80476428,Bufflehead,5
S80476428,Northern Mockingbird,1
S80476428,Red-breasted Merganser,3
S80476428,Canada Goose,27
S80476428,Ring-billed Gull,2
S99998255,Black-billed Magpie,1
S99998255,Common Raven,7
S99998255,American Kestrel,2
S85562414,American Coot,4
S85562414,Common Raven,1
S85562414,Red-tailed Hawk,1
S85562414,Ruddy Duck,9
S85562414,Great Blue Heron,2
S85562414,Loggerhead Shrike,1
S85562414,Double-crested Cormorant,1
S85562414,Common Merganser,6
S85562414,Ring-necked Duck,1
S80663598,Northern Flicker,2
S80663598,Red-masked Parakeet,13
S80663598,Brown Creeper,1
S80663598,Red-breasted Nuthatch,1
S80663598,Song Sparrow,5
S80663598,Pacific Wren,1
S80663598,Anna's Hummingbird,4
S80663598,Red-shouldered Hawk,1
S80663598,Golden-crowned Sparrow,3
S80663598,Chestnut-backed Chickadee,2
S80663598,Yellow-rumped Warbler,5
S80663598,Fox Sparrow,3
S80663598,Steller's Jay,1
S80663598,Lesser Goldfinch,4
S80663598,House Finch,2
S80663598,Ruby-crowned Kinglet,2
S80663598,Mourning Dove,1
S80663598,Pygmy Nuthatch,6
S80663598,American Crow,3
S80663598,White-crowned Sparrow,25
S80663598,gull sp.,12
S80663598,Allen's Hummingbird,1
S80663598,Common Raven,2
S80663598,California Scrub-Jay,3
S80663598,Townsend's Warbler,1
S80663598,California Towhee,1
S80663598,Nuttall's Woodpecker,1
S80372461,Common Raven,2
S80372461,Western Meadowlark,16
S80372461,Northern Mockingbird,1
S80372461,Lesser Goldfinch,2
S80368279,Red-breasted Merganser,1
S80368279,Ring-billed Gull,25
S80368279,Song Sparrow,3
S80368279,Killdeer,1
S80368279,Bufflehead,5
S80368279,Canada Goose,11
S80368279,Herring Gull,15
S80368279,Mallard,14
S80368279,Turkey Vulture,1
S80716175,Pine Siskin,3
S80716175,House Sparrow,2
S80716175,Northern Cardinal,3
S80716175,Dark-eyed Junco,1
S80716175,Dark-eyed Junco,3
S80716175,Red-breasted Nuthatch,1
S80716175,Dark-eyed Junco,4
S80716175,American Goldfinch,3
S80612807,Canada Goose,32
S80612807,Hooded Merganser,5
S80612807,Common Merganser,3
S80612807,Bald Eagle,2
S80612807,Dark-eyed Junco,4
S80612807,Common Goldeneye,9
S80612807,American Crow,3
S80413295,California Scrub-Jay,2
S80413295,House Finch,6
S80413295,Dark-eyed Junco,8
S80413295,Oak Titmouse,1
S80413295,Acorn Woodpecker,1
S80413295,Lesser Goldfinch,4
S80413295,Chestnut-backed Chickadee,2
S80413295,California Towhee,2
S80484763,Ruddy Duck,6
S80484763,Pied-billed Grebe,1
S80484763,American Pipit,1
S80484763,Hooded Merganser,3
S80484763,Common Merganser,1
S80424805,Cedar Waxwing,60
S80319192,Turkey Vulture,1
S80319192,Bonaparte's Gull,1
S80319192,Black Vulture,3
S80319192,American Crow,3
S80319192,European Starling,14
S80319192,Canada Goose,8
S80322380,Common Raven,4
S80322380,Red-tailed Hawk,1
S80322380,Woodhouse's Scrub-Jay,3
S80378643,Tufted Titmouse,1
S80378643,Eastern Bluebird,4
S80378643,Song Sparrow,2
S80378643,American Crow,1
S80378643,American Robin,3
S80378643,House Finch,1
S80378643,European Starling,2
S80378643,Mourning Dove,3
S80378643,Dark-eyed Junco,2
S80378643,House Sparrow,8
S80378643,White-breasted Nuthatch,1
S80378643,Turkey Vulture,1
S80385285,Common Raven,3
S80385285,White-crowned Sparrow,18
S80385285,Red Crossbill,25
S80385285,Yellow-rumped Warbler,4
S80386415,Anna's Hummingbird,X
S80386415,Say's Phoebe,1
S80386415,Chestnut-backed Chickadee,4
S80386415,Yellow-rumped Warbler,X
S80386415,Eurasian Collared-Dove,15
S80386415,American Kestrel,1
S80386415,Pine Siskin,X
S80386415,Spotted Towhee,1
S80386415,Dark-eyed Junco,X
S80386415,White-crowned Sparrow,X
S80386415,California Scrub-Jay,1
S80386415,Western Bluebird,3
S80386415,Golden-crowned Sparrow,X
S80386415,House Finch,3
S80386415,Song Sparrow,1
S80386415,Bushtit,10
S80386415,Lesser Goldfinch,4
S80386415,Pygmy Nuthatch,X
S80386415,Ruby-crowned Kinglet,2
S80386415,American Robin,1
S80386415,Downy Woodpecker,1
S80386415,Black Phoebe,2
S80386415,Red-tailed Hawk,1
S80386415,Common Raven,2
S80386415,Purple Finch,1
S80386415,California Towhee,1
S80386415,Townsend's Warbler,1
S80389753,American Kestrel,2
S80389753,Great Egret,1
S80389753,Say's Phoebe,2
S80389753,Turkey Vulture,1
S80389753,Rock Pigeon,8
S80389753,Loggerhead Shrike,2
S80389753,Western Meadowlark,25
S80389753,Nuttall's Woodpecker,1
S80389753,American Crow,20
S80389753,Red-tailed Hawk,2
S80389753,Ferruginous Hawk,1
S80389753,Black Phoebe,2
S80389753,Common Raven,2
S80389753,Red-winged Blackbird,50
S80389753,Ruby-crowned Kinglet,1
S80389753,Canada Goose,75
S80395083,Greater Scaup,7
S80395083,Lesser Scaup,4
S80395083,Common Goldeneye,1
S80395083,Black Vulture,4
S80395083,Great Black-backed Gull,2
S80395083,Horned Grebe,1
S80395083,Pied-billed Grebe,2
S80395083,Bufflehead,3
S80395083,Yellow-rumped Warbler,4
S80395083,American Crow,3
S80467982,Red-shouldered Hawk,2
S80467982,Song Sparrow,2
S80467982,Carolina Wren,4
S80467982,Northern Cardinal,2
S80467982,American Woodcock,1
S80467982,White-breasted Nuthatch,2
S80467982,Tufted Titmouse,4
S80467982,Red-tailed Hawk,1
S80467982,Red-bellied Woodpecker,3
S80470947,Northern Cardinal,2
S80470947,House Finch,3
S80470947,American Goldfinch,4
S80470947,Black-and-white Warbler,1
S80488929,Red-tailed Hawk,1
S80488929,Song Sparrow,1
S80488929,Black Phoebe,2
S80488929,Red-winged Blackbird,150
S80488929,White-crowned Sparrow,3
S80488929,Brown-headed Cowbird,10
S80488929,Yellow-rumped Warbler,3
S80488929,European Starling,50
S80488929,Golden-crowned Sparrow,2
S80488929,Tricolored Blackbird,5
S80511414,Ring-necked Duck,1
S80511414,American Wigeon,4
S80511414,Hooded Merganser,2
S80511414,Black-crowned Night-Heron,1
S80511414,Mallard,8
S80683889,California Towhee,2
S80683889,Cinnamon Teal,5
S80683889,Gadwall,6
S80683889,Eared Grebe,3
S80683889,White-throated Sparrow,1
S80683889,Canada Goose,2
S80683889,American Avocet,20
S80683889,Eurasian Wigeon,1
S80683889,Turkey Vulture,2
S80683889,California Gull,20
S80683889,American Wigeon,12
S80683889,Snowy Egret,1
S80683889,Black-necked Stilt,3
S80683889,Zonotrichia sp.,25
S80683889,Common Gallinule,1
S80683889,Ruddy Duck,50
S80683889,Northern Shoveler,50
S80683889,Green-winged Teal,20
S80683889,Golden Eagle,1
S80683889,Golden-crowned Sparrow,2
S80683889,Anna's Hummingbird,1
S80683889,Northern Mockingbird,1
S80659484,Downy Woodpecker,1
S80659484,Bushtit,3
S80659484,Song Sparrow,1
S80659484,Blue-gray Gnatcatcher,1
S80659484,Anna's Hummingbird,7
S80659484,American Robin,8
S80659484,Spotted Towhee,4
S80659484,Lesser Goldfinch,6
S80659484,California Thrasher,1
S80659484,Northern Flicker,1
S80659484,Pygmy Nuthatch,3
S80659484,Turkey Vulture,1
S80659484,Dark-eyed Junco,3
S80659484,Wrentit,3
S80659484,Black Phoebe,1
S80659484,Pine Siskin,1
S80659484,Yellow-rumped Warbler,4
S80659484,California Towhee,3
S80659484,House Finch,9
S80659484,Great Egret,1
S80659484,Acorn Woodpecker,1
S80659484,American Crow,6
S80659484,Mourning Dove,1
S80659484,White-crowned Sparrow,3
S80659484,Bewick's Wren,3
S80659484,Ruby-crowned Kinglet,3
S80659484,Northern Flicker,X
S80659484,Chestnut-backed Chickadee,8
S80659484,Golden-crowned Sparrow,17
S80659484,American Kestrel,1
S80659484,Hermit Thrush,2
S80659484,California Scrub-Jay,6
S80659484,Cooper's Hawk,1
S80659484,Oak Titmouse,5
S80659484,Hutton's Vireo,1
S80703192,Surf Scoter,5
S80703192,Red-breasted Merganser,50
S80703192,Turkey Vulture,3
S80703192,Herring Gull,8
S80703192,American Oystercatcher,10
S80703192,Sanderling,4
S80703192,Double-crested Cormorant,4
S80703192,scoter sp.,5
S80703192,Northern Mockingbird,1
S80703192,Eastern Phoebe,1
S80703192,Bufflehead,3
S80703192,Ring-billed Gull,3
S80938061,Bald Eagle,3
S80439638,Lesser Scaup,X
S80439638,Savannah Sparrow,1
S80439638,Eared Grebe,X
S80439638,American Coot,X
S80439638,Northern Shoveler,X
S80439638,Least Sandpiper,X
S80439638,Ruddy Duck,X
S80439638,Gadwall,X
S80439638,Cinnamon Teal,X
S80439638,Eurasian Wigeon,2
S80439638,Green-winged Teal,X
S80439638,American Wigeon,X
S80439638,Willet,X
S80439638,Redhead,1
S80439638,Short-billed/Long-billed Dowitcher,X
S80525480,Northern Flicker,14
S80525480,Eastern Bluebird,3
S80525480,Blue Jay,1
S80525480,American Crow,2
S80525480,Red-bellied Woodpecker,1
S80525480,Red-tailed Hawk,1
S80525480,Pileated Woodpecker,1
S80525480,sparrow sp.,9
S80525480,Carolina Chickadee,1
S80418951,Bufflehead,2
S80418951,Ring-billed Gull,15
S80418951,Mallard,2
S80418951,Herring Gull,5
S80418951,Northern Cardinal,3
S80418951,Canada Goose,30
S80418951,American Coot,2
S80418951,Dark-eyed Junco,5
S80418951,Common Goldeneye,20
S80418951,Red-tailed Hawk,2
S80418951,Harris's Sparrow,5
S80420676,European Starling,50
S80420676,Tricolored Blackbird,20
S80420676,Brown-headed Cowbird,18
S80420676,Brewer's Blackbird,15
S80420676,Red-winged Blackbird,100
S80274241,Common Goldeneye,11
S80274241,Bald Eagle,2
S80274241,Ruddy Duck,7
S80274241,Pied-billed Grebe,2
S80274241,Ring-necked Duck,145
S80274241,Common Raven,1
S80274241,American Coot,350
S80274241,Redhead,12
S80472235,Steller's Jay,3
S80472235,Brown Creeper,1
S80472235,Clark's Nutcracker,1
S80472235,Townsend's Solitaire,5
S80472235,Hairy Woodpecker,2
S80472235,Woodhouse's Scrub-Jay,1
S80472235,American Robin,3
S80472235,Common Raven,2
S80472235,Spotted Towhee,1
S80472235,Pygmy Nuthatch,10
S80472235,Mountain Chickadee,1
S80472235,White-breasted Nuthatch,6
S80515092,Redhead,4
S80515092,Gadwall,6
S80515092,American Crow,3
S80515092,Green-winged Teal,6
S80515092,Pileated Woodpecker,1
S80515092,American Wigeon,2
S80515092,Greater White-fronted Goose,250
S80515092,Carolina Wren,1
S80515092,Mallard,76
S80515092,Canvasback,225
S80515092,blackbird sp.,50000
S80515092,Northern Pintail,1500
S80515092,Canada Goose,75
S80515092,Red-shouldered Hawk,1
S80515092,Ring-necked Duck,35
S80515092,Eastern Meadowlark,16
S80655913,American Pipit,30
S80607078,Great Blue Heron,1
S80607078,Hooded Merganser,2
S80607078,Canada Goose,15
S80607078,Greater White-fronted Goose,1
S80607078,Mallard,5
S80607078,Black Vulture,2
S80657422,American Robin,3
S80657422,Red-shouldered Hawk,1
S80657422,Northern Cardinal,2
S80660774,Red-tailed Hawk,1
S80660775,Red-tailed Hawk,1
S80617875,Canada Goose,12
S80617875,Turkey Vulture,2
S80617875,Greater Yellowlegs,1
S80617875,Mourning Dove,3
S80617875,Western Meadowlark,2
S80617875,Great Egret,1
S80617875,Black Phoebe,1
S80617875,Red-tailed Hawk,3
S80617875,Hooded Merganser,2
S80617875,Red-winged Blackbird,12
S80617875,Brewer's Blackbird,1500
S80633508,Hooded Merganser,2
S80633508,Turkey Vulture,2
S80633508,Black Phoebe,1
S80633508,Western Meadowlark,2
S80633508,Greater Yellowlegs,1
S80633508,Red-tailed Hawk,3
S80633508,Mourning Dove,3
S80633508,Brewer's Blackbird,1500
S80633508,Canada Goose,12
S80633508,Red-winged Blackbird,12
S80633508,Great Egret,1
S80733872,Harris's Sparrow,1
S80733872,Northern Pintail,300
S80733872,Ring-billed Gull,60
S80733872,Red-tailed Hawk,1
S80733872,Gadwall,30
S80733872,Mallard,250
S80733872,American Wigeon,4
S80733872,Common Goldeneye,50
S80733872,Herring Gull,25
S80733872,White-crowned Sparrow,2
S80733872,Ring-necked Duck,3
S80733872,Northern Harrier,1
S80733872,Greater Scaup,3
S80733872,Redhead,80
S80733872,Canada Goose,125
S80733872,Lesser Scaup,4
S80733872,Hooded Merganser,25
S80733872,Dark-eyed Junco,4
S80543426,House Sparrow,6
S80543426,Mourning Dove,4
S80543426,Savannah Sparrow,1
S80543426,Anna's Hummingbird,2
S80543426,Orange-crowned Warbler,1
S80543426,White-crowned Sparrow,4
S80543426,California Scrub-Jay,1
